Smart Tv Images	Smart Tv Names	Smart Tv Prices	Smart Tv Details
https://rukminim1.flixcart.com/image/312/312/kij6f0w0/television/z/y/q/infinix-43x1-original-imafyaprgrmpfjhx.jpeg?q=70	Infinix X1 108 cm (43 inch) Full HD LED Smart Android TV with Eye Care Technology	₹16,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidFull HD 1920 x 1080 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year Domestic Warranty
https://rukminim1.flixcart.com/image/312/312/kj0bp8w0-0/television/j/2/6/32path0011bl-thomson-original-imafyz3fsc47exdc.jpeg?q=70	Thomson 9A Series 80 cm (32 inch) HD Ready LED Smart Android TV with Bezel Less Display	₹12,999	Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidHD Ready 1366 x 768 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBA+ Panel1 Year Warranty on Product & 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/l26hdow0/television/a/b/j/-original-imagdkzjgq2bq6rm.jpeg?q=70	Hisense A73F 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with 102W JBL 6 Speakers, Dolby Visio...	₹44,990	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels102 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB2 Years Comprehensive Warranty
https://rukminim1.flixcart.com/image/312/312/kjrh2fk0/television/k/w/3/55-oathpro-0101-thomson-original-imafz9g9gjyhtf5h.jpeg?q=70	Thomson OATHPRO Series 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & D...	₹35,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels30 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBIPS1 Year Warranty on Product & 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/kc3p30w0/television/z/b/e/thomson-65-oathpro-2020-original-imaftaquapygjk2w.jpeg?q=70	Thomson OATHPRO Series 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & D...	₹53,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels30 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBIPS1 Year Warranty on Product & 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/kwpam4w0/television/z/o/q/ua32t4450-ua32t4450-samsung-original-imag9bhf3khyggpu.jpeg?q=70	SAMSUNG 80 cm (32 inch) HD Ready LED Smart Tizen TV	₹18,790	Operating System: TizenHD Ready 1,366 x 768 Pixels20 Speaker Output60 Hz Refresh Rate2 x HDMI | 1 x USB1 Year Comprehensive Warranty on Product.
https://rukminim1.flixcart.com/image/312/312/xif0q/television/s/y/p/-original-imaghu2566c3kze2.jpeg?q=70	TCL C715 Series 126 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Handsfree Voice Control & Do...	₹53,900	Netflix|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels30 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB2 Year Product Warranty
https://rukminim1.flixcart.com/image/312/312/kjlrb0w0-0/television/b/i/g/oled55cxpta-lg-original-imafz4yyntd4jq9x.jpeg?q=70	LG 139 cm (55 inch) OLED Ultra HD (4K) Smart WebOS TV	₹1,34,000	Netflix|Disney+Hotstar|YoutubeOperating System: WebOSUltra HD (4K) 3840 x 2160 Pixels40 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.
https://rukminim1.flixcart.com/image/312/312/kg2l47k0/television/p/k/4/realme-rmv2001-sled-tv-55-original-imafwe38mxfgcf8g.jpeg?q=70	realme SLED 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV	₹48,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBSLED LED1 Year Domestic Warranty and 2  Years on Panel
https://rukminim1.flixcart.com/image/312/312/kjiwfbk0-0/television/a/w/h/43uhdx7xpro-kodak-original-imafz2zfaqxhesmk.jpeg?q=70	KODAK 7X Pro 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV	₹21,999	Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBIPS1 Year Warranty on Product & 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/kz4gh3k0/television/7/z/j/-original-imagb782vzrt7dyq.jpeg?q=70	Coocaa 80 cm (32 inch) HD Ready LED Smart Android TV with HDR 10 Dolby Audio and Eye Care Technology	₹9,999	Netflix|Disney+Hotstar|YoutubeOperating System: AndroidHD Ready 1366 x 768 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBVA Panel1 Year Domestic Warranty
https://rukminim1.flixcart.com/image/312/312/k7xnukw0/television/9/z/p/iffalcon-1080p-wide-angle-12mp-waterproof-under-water-portable-original-imafq2fncukhwrc4.jpeg?q=70	iFFALCON by TCL 100.3 cm (40 inch) Full HD LED Smart Android TV with Google assistant search and Dolby...	₹18,999	Netflix|Disney+Hotstar|YoutubeOperating System: AndroidFull HD 1920 x 1080 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 1 x USBA+ Grade Panel1 Year Domestic Warranty
https://rukminim1.flixcart.com/image/312/312/xif0q/television/5/e/s/-original-imaghzmvbh9zrfdr.jpeg?q=70	LG UQ8020 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV 2022 Edition	₹88,094	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: WebOSUltra HD (4K) 3840 x 2160 Pixels20 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.
https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/television/e/i/7/-original-imagg45hzzyhrkzq.jpeg?q=70	Hisense A4G Series 80 cm (32 inch) HD Ready LED Smart Android TV with DTS Virtual X	₹12,990	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidHD Ready 1366 x 768 Pixels20 W Speaker Output60 Hz Refresh Rate2 x HDMI | 2 x USBIPS, A+ Grade Ultra Vivid High Contrast Panel1 Year Comprehensive Warranty
https://rukminim1.flixcart.com/image/312/312/l3xcr680/television/d/h/y/-original-imagexnsrn6af5gu.jpeg?q=70	Nokia 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision	₹31,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBVA Type Panel1 Year Warranty on Product
https://rukminim1.flixcart.com/image/312/312/xif0q/television/g/w/c/-original-imagghv7nf6whnvw.jpeg?q=70	Hisense U6G Series 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV With Full Array Local Dimming	₹49,990	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels24 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USBA+ Grade2 Years Comprehensive Warranty
https://rukminim1.flixcart.com/image/312/312/l3dcl8w0/television/y/j/f/-original-imageg44rmug6gqt.jpeg?q=70	Xiaomi OLED Vision 138.8 cm (55 inches) 4K Ultra HD Smart Android TV with Dolby Vision IQ and Dolby At...	₹94,999	Netflix|Prime Video|Disney+Hotstar|YoutubeOperating System: AndroidUltra HD (4K) 3840 x 2160 Pixels30 W Speaker Output60 Hz Refresh Rate3 x HDMI | 2 x USB1 Year Warranty on Product and 2 Years for Panel
